time;OUR.SS_AS
45.66326667;768.8
45.68390417;774.79
45.69430833;759.83
45.7105875;717.95
45.7245125;688.03
45.74866667;679.06
45.75564583;661.11
45.76842083;631.2
45.78595;568.38
45.80205417;562.39
45.8194375;529.49
45.83797083;496.58
45.84833333;490.6
45.86565833;469.66
45.878375;451.71
45.89112083;427.78
45.90036667;415.81
45.91306667;400.85
45.93485417;406.84
45.9532375;403.85
45.97509583;394.87
45.9820875;373.93
45.99707083;361.97
46;358.97
46.007375;367.95
46.01879583;379.91
46.02244583;338.03
46.03960833;350
46.05101667;364.96
46.06149583;335.04
46.07284583;361.97
46.0832375;350
46.0876375;622.22
46.09635417;717.95
46.10182917;771.79
46.10970417;804.7
46.12209583;852.56
46.13915833;885.47
46.15977917;894.44
46.18491667;918.38
46.20090417;936.32
46.23297917;951.28
46.2376875;927.35
46.24782917;966.24
46.26166667;954.27
46.27535417;972.22
46.30056667;981.2
46.31883333;1002.14
46.3385;972.22
46.36597917;987.18
46.3777125;936.32
46.3867625;963.25
46.40289583;951.28
46.422325;969.23
46.4452875;969.23
46.47165;978.21
46.49005;972.22
46.50725833;975.21
46.52335833;969.23
46.54056667;972.22
46.55889167;981.2
46.57383333;978.21
46.58172083;774.79
46.5955;774.79
46.5999;813.68
46.61255833;807.69
46.62524583;795.73
46.64715;777.78
46.66326667;768.8
46.68390417;774.79
46.69430833;759.83
46.7105875;717.95
46.7245125;688.03
46.74866667;679.06
46.75564583;661.11
46.76842083;631.2
46.78595;568.38
46.80205417;562.39
46.8194375;529.49
46.83797083;496.58
46.84833333;490.6
46.86565833;469.66
46.878375;451.71
46.89112083;427.78
46.90036667;415.81
46.91306667;400.85
46.93485417;406.84
46.9532375;403.85
46.97509583;394.87
46.9820875;373.93
46.99707083;361.97
47;358.97
47.007375;367.95
47.01879583;379.91
47.02244583;338.03
47.03960833;350
47.05101667;364.96
47.06149583;335.04
47.07284583;361.97
47.0832375;350
47.0876375;622.22
47.09635417;717.95
47.10182917;771.79
47.10970417;804.7
47.12209583;852.56
47.13915833;885.47
47.15977917;894.44
47.18491667;918.38
47.20090417;936.32
47.23297917;951.28
47.2376875;927.35
47.24782917;966.24
47.26166667;954.27
47.27535417;972.22
47.30056667;981.2
47.31883333;1002.14
47.3385;972.22
47.36597917;987.18
47.3777125;936.32
47.3867625;963.25
47.40289583;951.28
47.422325;969.23
47.4452875;969.23
47.47165;978.21
47.49005;972.22
47.50725833;975.21
47.52335833;969.23
47.54056667;972.22
47.55889167;981.2
47.57383333;978.21
47.58172083;774.79
47.5955;774.79
47.5999;813.68
47.61255833;807.69
47.62524583;795.73
47.64715;777.78
47.66326667;768.8
47.68390417;774.79
47.69430833;759.83
47.7105875;717.95
47.7245125;688.03
47.74866667;679.06
47.75564583;661.11
47.76842083;631.2
47.78595;568.38
47.80205417;562.39
47.8194375;529.49
47.83797083;496.58
47.84833333;490.6
47.86565833;469.66
47.878375;451.71
47.89112083;427.78
47.90036667;415.81
47.91306667;400.85
47.93485417;406.84
47.9532375;403.85
47.97509583;394.87
47.9820875;373.93
47.99707083;361.97
48;358.97
48.007375;367.95
48.01879583;379.91
48.02244583;338.03
48.03960833;350
48.05101667;364.96
48.06149583;335.04
48.07284583;361.97
48.0832375;350
48.0876375;622.22
48.09635417;717.95
48.10182917;771.79
48.10970417;804.7
48.12209583;852.56
48.13915833;885.47
48.15977917;894.44
48.18491667;918.38
48.20090417;936.32
48.23297917;951.28
48.2376875;927.35
48.24782917;966.24
48.26166667;954.27
48.27535417;972.22
48.30056667;981.2
48.31883333;1002.14
48.3385;972.22
48.36597917;987.18
48.3777125;936.32
48.3867625;963.25
48.40289583;951.28
48.422325;969.23
48.4452875;969.23
48.47165;978.21
48.49005;972.22
48.50725833;975.21
48.52335833;969.23
48.54056667;972.22
48.55889167;981.2
48.57383333;978.21
48.58172083;774.79
48.5955;774.79
48.5999;813.68
48.61255833;807.69
48.62524583;795.73
48.64715;777.78
48.66326667;768.8
48.68390417;774.79
48.69430833;759.83
48.7105875;717.95
48.7245125;688.03
48.74866667;679.06
48.75564583;661.11
48.76842083;631.2
48.78595;568.38
48.80205417;562.39
48.8194375;529.49
48.83797083;496.58
48.84833333;490.6
48.86565833;469.66
48.878375;451.71
48.89112083;427.78
48.90036667;415.81
48.91306667;400.85
48.93485417;406.84
48.9532375;403.85
48.97509583;394.87
48.9820875;373.93
48.99707083;361.97
49;358.97
49.007375;367.95
49.01879583;379.91
49.02244583;338.03
49.03960833;350
49.05101667;364.96
49.06149583;335.04
49.07284583;361.97
49.0832375;350
49.0876375;622.22
49.09635417;717.95
49.10182917;771.79
49.10970417;804.7
49.12209583;852.56
49.13915833;885.47
49.15977917;894.44
49.18491667;918.38
49.20090417;936.32
49.23297917;951.28
49.2376875;927.35
49.24782917;966.24
49.26166667;954.27
49.27535417;972.22
49.30056667;981.2
49.31883333;1002.14
49.3385;972.22
49.36597917;987.18
49.3777125;936.32
49.3867625;963.25
49.40289583;951.28
49.422325;969.23
49.4452875;969.23
49.47165;978.21
49.49005;972.22
49.50725833;975.21
49.52335833;969.23
49.54056667;972.22
49.55889167;981.2
49.57383333;978.21
49.58172083;774.79
49.5955;774.79
49.5999;813.68
49.61255833;807.69
49.62524583;795.73
49.64715;777.78
49.66326667;768.8
49.68390417;774.79
49.69430833;759.83
49.7105875;717.95
49.7245125;688.03
49.74866667;679.06
49.75564583;661.11
49.76842083;631.2
49.78595;568.38
49.80205417;562.39
49.8194375;529.49
49.83797083;496.58
49.84833333;490.6
49.86565833;469.66
49.878375;451.71
49.89112083;427.78
49.90036667;415.81
49.91306667;400.85
49.93485417;406.84
49.9532375;403.85
49.97509583;394.87
49.9820875;373.93
49.99707083;361.97
50;358.97
50.007375;367.95
50.01879583;379.91
50.02244583;338.03
50.03960833;350
50.05101667;364.96
50.06149583;335.04
50.07284583;361.97
50.0832375;350
50.0876375;622.22
50.09635417;717.95
50.10182917;771.79
50.10970417;804.7
50.12209583;852.56
50.13915833;885.47
50.15977917;894.44
50.18491667;918.38
50.20090417;936.32
50.23297917;951.28
50.2376875;927.35
50.24782917;966.24
50.26166667;954.27
50.27535417;972.22
50.30056667;981.2
50.31883333;1002.14
50.3385;972.22
50.36597917;987.18
50.3777125;936.32
50.3867625;963.25
50.40289583;951.28
50.422325;969.23
50.4452875;969.23
50.47165;978.21
50.49005;972.22
50.50725833;975.21
50.52335833;969.23
50.54056667;972.22
50.55889167;981.2
50.57383333;978.21
50.58172083;774.79
50.5955;774.79
50.5999;813.68
50.61255833;807.69
50.62524583;795.73
50.64715;777.78
50.66326667;768.8
50.68390417;774.79
50.69430833;759.83
50.7105875;717.95
50.7245125;688.03
50.74866667;679.06
50.75564583;661.11
50.76842083;631.2
50.78595;568.38
50.80205417;562.39
50.8194375;529.49
50.83797083;496.58
50.84833333;490.6
50.86565833;469.66
50.878375;451.71
50.89112083;427.78
50.90036667;415.81
50.91306667;400.85
50.93485417;406.84
50.9532375;403.85
50.97509583;394.87
50.9820875;373.93
50.99707083;361.97
51;358.97
51.007375;367.95
51.01879583;379.91
51.02244583;338.03
51.03960833;350
51.05101667;364.96
51.06149583;335.04
51.07284583;361.97
51.0832375;350
51.0876375;622.22
51.09635417;717.95
51.10182917;771.79
51.10970417;804.7
51.12209583;852.56
51.13915833;885.47
51.15977917;894.44
51.18491667;918.38
51.20090417;936.32
51.23297917;951.28
51.2376875;927.35
51.24782917;966.24
51.26166667;954.27
51.27535417;972.22
51.30056667;981.2
51.31883333;1002.14
51.3385;972.22
51.36597917;987.18
51.3777125;936.32
51.3867625;963.25
51.40289583;951.28
51.422325;969.23
51.4452875;969.23
51.47165;978.21
51.49005;972.22
51.50725833;975.21
51.52335833;969.23
51.54056667;972.22
51.55889167;981.2
51.57383333;978.21
51.58172083;774.79
51.5955;774.79
51.5999;813.68
51.61255833;807.69
51.62524583;795.73
51.64715;777.78
51.66326667;768.8
51.68390417;774.79
51.69430833;759.83
51.7105875;717.95
51.7245125;688.03
51.74866667;679.06
51.75564583;661.11
51.76842083;631.2
51.78595;568.38
51.80205417;562.39
51.8194375;529.49
51.83797083;496.58
51.84833333;490.6
51.86565833;469.66
51.878375;451.71
51.89112083;427.78
51.90036667;415.81
51.91306667;400.85
51.93485417;406.84
51.9532375;403.85
51.97509583;394.87
51.9820875;373.93
51.99707083;361.97
52;358.97
52.007375;367.95
52.01879583;379.91
52.02244583;338.03
52.03960833;350
52.05101667;364.96
52.06149583;335.04
52.07284583;361.97
52.0832375;350
52.0876375;622.22
52.09635417;717.95
52.10182917;771.79
52.10970417;804.7
52.12209583;852.56
52.13915833;885.47
52.15977917;894.44
52.18491667;918.38
52.20090417;936.32
52.23297917;951.28
52.2376875;927.35
52.24782917;966.24
52.26166667;954.27
52.27535417;972.22
52.30056667;981.2
52.31883333;1002.14
52.3385;972.22
52.36597917;987.18
52.3777125;936.32
52.3867625;963.25
52.40289583;951.28
52.422325;969.23
52.4452875;969.23
52.47165;978.21
52.49005;972.22
52.50725833;975.21
52.52335833;969.23
52.54056667;972.22
52.55889167;981.2
52.57383333;978.21
52.58172083;774.79
52.5955;774.79
52.5999;813.68
52.61255833;807.69
52.62524583;795.73
52.64715;777.78
52.66326667;768.8
52.68390417;774.79
52.69430833;759.83
52.7105875;717.95
52.7245125;688.03
52.74866667;679.06
52.75564583;661.11
52.76842083;631.2
52.78595;568.38
52.80205417;562.39
52.8194375;529.49
52.83797083;496.58
52.84833333;490.6
52.86565833;469.66
52.878375;451.71
52.89112083;427.78
52.90036667;415.81
52.91306667;400.85
52.93485417;406.84
52.9532375;403.85
52.97509583;394.87
52.9820875;373.93
52.99707083;361.97
53;358.97
53.007375;367.95
53.01879583;379.91
53.02244583;338.03
53.03960833;350
53.05101667;364.96
53.06149583;335.04
53.07284583;361.97
53.0832375;350
53.0876375;622.22
53.09635417;717.95
53.10182917;771.79
53.10970417;804.7
53.12209583;852.56
53.13915833;885.47
53.15977917;894.44
53.18491667;918.38
53.20090417;936.32
53.23297917;951.28
53.2376875;927.35
53.24782917;966.24
53.26166667;954.27
53.27535417;972.22
53.30056667;981.2
53.31883333;1002.14
53.3385;972.22
53.36597917;987.18
53.3777125;936.32
53.3867625;963.25
53.40289583;951.28
53.422325;969.23
53.4452875;969.23
53.47165;978.21
53.49005;972.22
53.50725833;975.21
53.52335833;969.23
53.54056667;972.22
53.55889167;981.2
53.57383333;978.21
53.58172083;774.79
53.5955;774.79
53.5999;813.68
53.61255833;807.69
53.62524583;795.73
53.64715;777.78
53.66326667;768.8
53.68390417;774.79
53.69430833;759.83
53.7105875;717.95
53.7245125;688.03
53.74866667;679.06
53.75564583;661.11
53.76842083;631.2
53.78595;568.38
53.80205417;562.39
53.8194375;529.49
53.83797083;496.58
53.84833333;490.6
53.86565833;469.66
53.878375;451.71
53.89112083;427.78
53.90036667;415.81
53.91306667;400.85
53.93485417;406.84
53.9532375;403.85
53.97509583;394.87
53.9820875;373.93
53.99707083;361.97
54;358.97
54.007375;367.95
54.01879583;379.91
54.02244583;338.03
54.03960833;350
54.05101667;364.96
54.06149583;335.04
54.07284583;361.97
54.0832375;350
54.0876375;622.22
54.09635417;717.95
54.10182917;771.79
54.10970417;804.7
54.12209583;852.56
54.13915833;885.47
54.15977917;894.44
54.18491667;918.38
54.20090417;936.32
54.23297917;951.28
54.2376875;927.35
54.24782917;966.24
54.26166667;954.27
54.27535417;972.22
54.30056667;981.2
54.31883333;1002.14
54.3385;972.22
54.36597917;987.18
54.3777125;936.32
54.3867625;963.25
54.40289583;951.28
54.422325;969.23
54.4452875;969.23
54.47165;978.21
54.49005;972.22
54.50725833;975.21
54.52335833;969.23
54.54056667;972.22
54.55889167;981.2
54.57383333;978.21
54.58172083;774.79
54.5955;774.79
54.5999;813.68
54.61255833;807.69
54.62524583;795.73
54.64715;777.78
54.66326667;768.8
54.68390417;774.79
54.69430833;759.83
54.7105875;717.95
54.7245125;688.03
54.74866667;679.06
54.75564583;661.11
54.76842083;631.2
54.78595;568.38
54.80205417;562.39
54.8194375;529.49
54.83797083;496.58
54.84833333;490.6
54.86565833;469.66
54.878375;451.71
54.89112083;427.78
54.90036667;415.81
54.91306667;400.85
54.93485417;406.84
54.9532375;403.85
54.97509583;394.87
54.9820875;373.93
54.99707083;361.97
55;358.97
